date,temp_max,precipitation,evapotranspiration,precip_hours,windspeed,precip_7day,precip_30day,temp_7day,evap_7day,precip_14day,evap_14day,drought_risk
2020-01-30,31.3,0.0,4.06,0.0,15.5,0.0,0.17333333333333334,31.95714285714286,4.457142857142857,0.09285714285714285,4.1207142857142856,0
2020-01-31,31.3,0.0,3.94,0.0,15.2,0.0,0.17333333333333334,31.757142857142856,4.401428571428571,0.09285714285714285,4.133571428571428,0
2020-02-01,31.4,0.4,4.0,4.0,14.6,0.05714285714285715,0.18666666666666665,31.314285714285717,4.195714285714286,0.0642857142857143,4.202142857142857,1
2020-02-02,33.6,0.0,4.43,0.0,15.4,0.05714285714285715,0.18666666666666665,31.585714285714285,4.1257142857142854,0.028571428571428574,4.26,1
2020-02-03,34.1,0.1,4.8,1.0,14.5,0.07142857142857142,0.19,31.98571428571429,4.188571428571429,0.03571428571428571,4.323571428571428,1
2020-02-04,32.5,0.0,4.32,0.0,16.1,0.07142857142857142,0.19,32.18571428571429,4.234285714285714,0.03571428571428571,4.336428571428572,1
2020-02-05,31.3,0.3,3.95,3.0,12.9,0.1142857142857143,0.2,32.214285714285715,4.214285714285714,0.05714285714285715,4.329285714285715,1
2020-02-06,31.9,0.2,4.01,1.0,13.4,0.14285714285714285,0.20666666666666667,32.3,4.207142857142857,0.07142857142857142,4.332142857142857,1
2020-02-07,34.4,0.0,4.82,0.0,15.3,0.14285714285714285,0.20666666666666667,32.74285714285714,4.332857142857143,0.07142857142857142,4.367142857142857,1
2020-02-08,34.5,0.0,5.02,0.0,15.8,0.08571428571428573,0.20666666666666667,33.18571428571429,4.478571428571429,0.07142857142857142,4.337142857142857,1
2020-02-09,32.2,0.0,4.38,0.0,15.8,0.08571428571428573,0.19,32.98571428571429,4.4714285714285715,0.07142857142857142,4.298571428571429,1
2020-02-10,31.5,0.2,3.41,2.0,13.4,0.1,0.12000000000000001,32.614285714285714,4.272857142857143,0.08571428571428573,4.230714285714286,1
2020-02-11,32.5,0.0,4.49,0.0,16.2,0.1,0.11666666666666667,32.614285714285714,4.297142857142857,0.08571428571428573,4.265714285714286,1
2020-02-12,34.0,0.0,5.58,0.0,17.8,0.05714285714285715,0.10666666666666667,33.0,4.53,0.08571428571428573,4.372142857142856,1
2020-02-13,33.2,0.0,5.44,0.0,15.8,0.028571428571428574,0.08333333333333333,33.18571428571429,4.734285714285714,0.08571428571428573,4.470714285714286,1
2020-02-14,33.0,0.0,4.93,0.0,16.9,0.028571428571428574,0.08333333333333333,32.98571428571429,4.75,0.08571428571428573,4.541428571428572,1
2020-02-15,32.3,0.0,4.94,0.0,15.8,0.028571428571428574,0.08333333333333333,32.67142857142857,4.738571428571428,0.05714285714285715,4.6085714285714285,1
2020-02-16,32.2,0.0,4.65,0.0,17.3,0.028571428571428574,0.08333333333333333,32.67142857142857,4.777142857142857,0.05714285714285715,4.6242857142857146,1
2020-02-17,31.7,0.4,4.34,4.0,19.5,0.05714285714285715,0.07,32.7,4.909999999999999,0.07857142857142858,4.591428571428572,1
2020-02-18,31.5,0.0,4.26,0.0,17.4,0.05714285714285715,0.05333333333333334,32.55714285714286,4.877142857142857,0.07857142857142858,4.587142857142857,1
2020-02-19,32.0,0.6,3.9,3.0,14.1,0.14285714285714285,0.07333333333333333,32.27142857142857,4.637142857142857,0.09999999999999999,4.583571428571429,1
2020-02-20,31.5,0.0,4.38,0.0,14.4,0.14285714285714285,0.07333333333333333,32.028571428571425,4.485714285714286,0.08571428571428573,4.609999999999999,1
2020-02-21,31.0,1.8,3.9,6.0,16.8,0.39999999999999997,0.13333333333333333,31.74285714285714,4.338571428571428,0.21428571428571427,4.5442857142857145,1
2020-02-22,31.5,1.0,3.94,6.0,19.8,0.5428571428571428,0.16666666666666666,31.62857142857143,4.195714285714286,0.2857142857142857,4.467142857142858,1
2020-02-23,31.6,1.0,4.05,2.0,17.0,0.6857142857142857,0.2,31.54285714285714,4.11,0.35714285714285715,4.4435714285714285,1
2020-02-24,31.8,1.5,3.9,9.0,17.0,0.8428571428571427,0.25,31.557142857142857,4.047142857142857,0.45,4.478571428571429,1
2020-02-25,31.6,2.1,3.92,6.0,17.7,1.1428571428571428,0.32000000000000006,31.571428571428573,3.9985714285714287,0.6,4.437857142857143,1
2020-02-26,31.2,0.4,4.04,4.0,14.8,1.1142857142857143,0.3333333333333333,31.457142857142856,4.018571428571429,0.6285714285714287,4.327857142857143,1
2020-02-27,31.5,0.1,4.17,1.0,17.6,1.1285714285714286,0.3366666666666667,31.457142857142856,3.988571428571429,0.6357142857142858,4.2371428571428575,1
2020-02-28,32.5,1.4,4.17,4.0,19.2,1.0714285714285714,0.38333333333333336,31.67142857142857,4.027142857142858,0.7357142857142858,4.182857142857143,1
2020-02-29,32.4,1.0,4.46,1.0,19.6,1.0714285714285714,0.4166666666666667,31.8,4.101428571428571,0.8071428571428572,4.148571428571429,1
2020-03-01,31.3,2.4,3.97,8.0,23.2,1.2714285714285716,0.4966666666666667,31.75714285714286,4.09,0.9785714285714285,4.1000000000000005,0
2020-03-02,30.8,0.4,4.02,4.0,19.0,1.1142857142857143,0.4966666666666667,31.614285714285717,4.107142857142857,0.9785714285714285,4.077142857142857,0
2020-03-03,29.9,3.7,2.71,6.0,13.5,1.342857142857143,0.62,31.37142857142857,3.934285714285714,1.2428571428571427,3.9664285714285716,0
2020-03-04,31.2,1.8,3.78,3.0,13.4,1.5428571428571427,0.6766666666666665,31.371428571428574,3.897142857142857,1.3285714285714287,3.957857142857143,0
2020-03-05,31.1,0.3,3.98,1.0,15.5,1.5714285714285714,0.6866666666666666,31.314285714285717,3.87,1.35,3.9292857142857143,0
